h_avg,h_std
1.3776009781823502,0.20426968038874133
1.3611563171994001,0.13618539373470417
1.35221915412345,0.11525359900625193
1.34529383099235,0.10565523965445488
1.3411579676458498,0.10044471767671292
1.3361814399823997,0.09693224242218294
1.33310370228435,0.09504074601178467
1.3304737830742999,0.09340214823494149
1.3279721273544,0.0923258273118833
1.32606556051155,0.09151244191390658
1.3240637635177996,0.09071972388678888
1.32233584668415,0.09012863026199915
1.3205829051632,0.08973264777884861
1.3194241217068998,0.08932313176245871
1.318354246273807,0.08896939417914441
1.317484929799694,0.08876777171774518
1.3162175683043749,0.08835883932425259
1.3152478429883852,0.08825196090629057
1.3139066731616666,0.0879880766518099
1.3130312881576562,0.08782235799347378
1.3123965564094793,0.0876167722733234
1.3106892554346352,0.08744106963809355
1.310139692827031,0.08763113051670478
1.3095886112795312,0.0873936439720005
1.3090698164056773,0.08720765057540189
