h_avg,h_std
1.2539011257422499,0.0428464330745892
1.25565544506975,0.038735737730291694
1.2564902206594497,0.03697226537537848
1.2571003813572998,0.03593169675880651
1.25733725400585,0.03547180036970453
1.25756128489835,0.03522503272089038
1.25774169350225,0.0349769737229808
1.25785667930255,0.03483258981717997
1.25771593747295,0.034793503902801504
1.2578779945082001,0.034697254673828226
1.2579531828524,0.034547510862876336
1.25767655188525,0.034563975444567976
1.258119222191,0.03448938321069779
1.2579408678592894,0.03451230787384613
1.2580728492074997,0.03442441446019195
1.2579591656909377,0.03440968417261521
1.2581678902435418,0.03435916056676882
1.2580091940060418,0.03432638323425294
1.2581855643601596,0.034230062621583
1.2579291082929256,0.034423092361190816
1.2579110945529786,0.0342741259384364
1.2582490109472875,0.03423065196330328
1.2578411753424998,0.03431776944953899
1.2582302752126597,0.034134534889944425
1.258017088013564,0.034188358233351736
