average_degree,density,hx_avg,hx_std,transitivity
1.9979999999999942,0.0020000000000000013,1.8549841331908006,0.13454656503183146,0.0
3.9919999999999907,0.003996,1.8971533498667,0.10951851724451578,0.00989695265
5.981999999999989,0.005987990000000013,1.9136550982011997,0.10275584630359681,0.017376669700000007
7.968000000000017,0.007975980000000035,1.9233344718203005,0.09816380065079915,0.0241017199
9.950000000000031,0.009959959999999992,1.9297141184474005,0.09552717031012987,0.030182405900000008
11.928000000000031,0.011939939999999984,1.9349700503278,0.09310647390505919,0.03547116795000001
13.902000000000033,0.013915920000000049,1.9383107712338998,0.0902561987319697,0.04068573595
15.871999999999963,0.015887890000000023,1.9416197674242999,0.08859485557002085,0.04549095599999999
17.83800000000007,0.017855860000000046,1.9441565071698,0.0875517049859569,0.05005205944999998
19.80000000000007,0.019819819999999953,1.9462715950807001,0.0869092041529208,0.05463292850000003
21.757999999999914,0.021779780000000058,1.9482086440735003,0.08490116925812181,0.058893215150000025
23.712000000000053,0.023735739999999946,1.9489846573176002,0.08480577921885803,0.06316117719999999
25.661999999999985,0.0256876899999999,1.9510435729033002,0.08368770575388405,0.06700224445000001
27.608000000000093,0.027635639999999986,1.9517052241815152,0.08312229479209919,0.07103791439393935
29.550000000000104,0.029579580000000046,1.9532742665471428,0.08214926964787654,0.07476131408163267
31.488000000000053,0.03151951999999987,1.9547823828807145,0.08156316762265785,0.07839880234693873
33.421999999999855,0.03345545999999994,1.9551820149378571,0.08111424094207195,0.08201546627551022
35.35199999999991,0.03538739000000011,1.9555301057145922,0.08017875319604083,0.08548963744897962
37.278000000000056,0.037315320000000075,1.956631201208469,0.07962470174283066,0.08897454556122457
39.199999999999875,0.03923923999999986,1.9579441765167347,0.07942237661444829,0.09228887494897958
41.11800000000017,0.041159160000000125,1.9583227019934375,0.07884129583238658,0.09573241843750004
44.94199999999997,0.044986989999999956,1.9596303727229472,0.07789706262145268,0.10208879215789475
46.84799999999996,0.046894889999999925,1.9603292245001298,0.07742226696496532,0.10523337441558443
48.75,0.04879880000000002,1.960983367889643,0.07736361150576047,0.10832099267857143
50.648,0.0506987,1.9657899570599997,0.0783258539611228,0.110802995
