h_avg,h_std
1.2843338763049001,0.11948865097271152
1.2845476848906,0.10344013874301525
1.28369113881375,0.09613067500701544
1.28302584181455,0.09308976791136966
1.28201555863765,0.09118735129157797
1.2816817088471502,0.09000363530749232
1.28145561593515,0.0894462872060254
1.2813600159404,0.08881740045409627
1.2805681742436499,0.08834732820253799
1.28063898038535,0.08821655670973139
1.2803149378033503,0.08790910501801985
1.2800319719798499,0.0875932661354686
1.2799265929139,0.08777434791365997
1.2799207145056501,0.08744359431291415
1.2797265060156002,0.0874434485185836
1.2793689926549001,0.0872610646017286
1.2791068250696003,0.08720791130352593
1.2791444449847,0.0870647616186648
1.27882140396216,0.08701011665786272
1.279174209778265,0.08704885783649707
1.2791337193593264,0.08677686910204296
1.2787354727821827,0.0867831090262046
1.2786756481312436,0.08702707855861698
1.2785740317288083,0.08661578427745725
1.2783096752466325,0.08667748481005069
