average_degree,density,hx_avg,hx_std,transitivity
2.0049200000000003,0.002006926749999999,1.2697288054231999,0.04458580043012977,0.0019075872999999993
3.9938000000000007,0.0039977981500000015,1.2770340750795,0.03933492861249279,0.003987057900000002
5.9874500000000035,0.005993443200000001,1.2799787820254,0.03777416696201506,0.005897624300000003
8.003329999999995,0.008011341650000005,1.2814542288175998,0.03674076295259474,0.008082493500000005
10.013850000000001,0.010023873649999994,1.2822607816543001,0.036408828808306974,0.010012152750000001
11.990229999999997,0.012002232250000007,1.2829085025885,0.03611516467369571,0.012057253999999995
13.991879999999991,0.014005885750000002,1.283597132237,0.03580885945003571,0.013990962250000006
15.99984,0.016015855800000006,1.2837959882010002,0.035845578796343036,0.015995948550000007
17.985999999999994,0.018004003999999997,1.2840176231885,0.03579675378984666,0.018043752
19.9987,0.02001871845000001,1.2840015483601002,0.03563564498817478,0.019992054450000005
22.00384000000001,0.022025866099999996,1.2842270676804,0.03543607882969509,0.021955424100000006
24.00639999999999,0.02403043049999998,1.2841421513083,0.03546709964179322,0.0240338979
25.971210000000013,0.025997207100000003,1.2847350719763,0.035367740463516706,0.025965780049999995
28.022030456852782,0.028050080355329948,1.2844151701424364,0.0354760975762414,0.02805369700507615
29.99345833333332,0.030023481562499985,1.2847694423320832,0.03538684774406125,0.030081802239583327
32.01858333333334,0.03205063416666669,1.2845145357645833,0.035386550164374274,0.03206047104166667
33.996385416666676,0.03403041567708333,1.2848846654085415,0.03518270564858732,0.03405723697916666
35.99562499999998,0.03603165651041667,1.2845881401594792,0.03532989978614269,0.03605069526041664
37.96873958333331,0.038006746093749995,1.2849469962664581,0.03518376913881299,0.03804235083333332
39.9836595744681,0.04002368356382978,1.2845715586741489,0.03521787253698764,0.04003498952127661
41.99631914893616,0.04203835723404255,1.2846242025410637,0.0353891088958236,0.04203812249999999
44.019191489361724,0.04406325473404254,1.2851012729736169,0.035202350651132336,0.0440218529255319
46.01522340425532,0.046061284840425536,1.2845771816097873,0.03533959507980582,0.04612090638297871
47.99868085106384,0.04804672776595746,1.2851667365375534,0.03501446724037036,0.048044663404255346
49.97343617021272,0.05002345957446812,1.2847623705956381,0.03525498060624623,0.0499856810638298
