h_avg,h_std
1.25212020126815,0.045286929234461995
1.2550647321996,0.038879755741981735
1.2561332282042004,0.03696177508834812
1.2571668510649003,0.03617009885350674
1.2570357821704499,0.03565566858203731
1.25717120173855,0.03543034099393625
1.2577505125197501,0.035073723286192904
1.2577735808321002,0.03494687593072982
1.2576236618280001,0.03490346824368031
1.25771365540165,0.03483910558700119
1.2576474235044002,0.034710287923398815
1.2578360121146002,0.034621604731994965
1.2580644464913349,0.03446939711500566
1.2577493828873945,0.03450241435116575
1.2580032615147911,0.03442627482932345
1.2577977125552875,0.034446624273129695
1.2578144289179884,0.03427921201011527
1.257812599385115,0.03449966424554478
1.2580466686712641,0.03434714517420744
1.2582891987885634,0.03446197927414569
1.2582120840636206,0.034355211367901387
1.2585561976862643,0.034183228610697315
1.2580989364410342,0.03423091177309337
1.2581467730531608,0.034293048651029355
1.2581536877254025,0.03429731029264745
