ASPL,assortativity,average_degree,density,hx_avg,hx_std,transitivity
2.593814141449998,-0.15152687075,5.820000000000011,0.05878788000000009,3.35962878459811,0.05118440996787057,0.09724670229999999
2.2217181819499996,-0.11524751115000001,9.5,0.0959596000000002,3.3667915128688946,0.05058033470972232,0.15724870994999998
1.9521020201000008,-0.09110235109999998,14.719999999999956,0.14868686999999958,3.3702086638473503,0.04995488176131017,0.22471155829999997
1.8278181820999995,-0.08147871534999995,19.57999999999995,0.19777778,3.3724781369786268,0.05023488579861875,0.2802106718500001
1.7458212129499981,-0.08261239060000003,25.5,0.25757576000000115,3.373137106769001,0.050056449374544905,0.34082789860000007
1.7025656542500005,-0.09163875939999999,29.520000000000124,0.2981818200000016,3.3732619349562833,0.04958216846214079,0.38138048045000006
1.6424040381500027,-0.11892579540000005,35.42000000000006,0.3577777800000001,3.3741290704928857,0.050021828339053845,0.43922674804999984
1.5927747447500058,-0.15849906175000003,40.319999999999894,0.4072727300000014,3.374630325676538,0.050051442900838974,0.48787519289999987
1.5466787911999982,-0.2171201935500002,44.88000000000002,0.45333333000000164,3.3751312068863073,0.049743387270863436,0.5363846507499997
1.4949494900000053,-0.4022812344999997,50.0,0.5050505100000003,3.3751772718028303,0.0495343695035477,0.6125432397999999
