3.271864616,3.341288465,3.376550193,3.401095966,3.419937914,3.432967287,3.443547474,3.453107375,3.460883825,3.468503638
3.269506158,3.338881915,3.373981511,3.397109857,3.412597896,3.425327134,3.434890783,3.442429955,3.448155889,3.454358677
3.266771073,3.337622325,3.370410137,3.392783417,3.407588658,3.418185724,3.425063259,3.431072395,3.435090778,3.437875448
3.265924773,3.335414753,3.367575983,3.389143395,3.401126702,3.409523325,3.414472295,3.417276528,3.419765056,3.419726687
3.260127415,3.330032481,3.363499614,3.382272771,3.392626612,3.399750848,3.401501264,3.401868865,3.399761899,3.397794074
3.256586069,3.326814758,3.354979102,3.372192691,3.381391694,3.383601718,3.382785486,3.377791953,3.372790202,3.366945472
3.244317663,3.31155977,3.344788874,3.360077217,3.362935089,3.359016575,3.352883263,3.34155866,3.332235307,3.318005987
3.221320148,3.301638231,3.326881598,3.331962392,3.328907286,3.314433739,3.296024163,3.276800019,3.251429397,3.228649999
3.176337666,3.263350888,3.269787686,3.265155354,3.237621848,3.202409555,3.165153634,3.116424933,3.076694745,3.029977774
3.041415549,3.111540747,3.08010283,3.009678225,2.914747272,2.827437786,2.733723996,2.640938569,2.550434292,2.463774439
1.405008399,1.206785383,0.979742036,0.817048447,0.707284906,0.606949171,0.53043723,0.483952135,0.460236827,0.40228341
0.186971054,0.130538871,0.089094744,0.076915334,0.05824817,0.05232151,0.044664471,0.040508875,0.034443639,0.031428638
1.421059574,1.219978488,0.018849806,0.799901366,0.012144435,0.606929387,0.008734616,0.037773338,0.007059113,0.006579075
