hx_avg,hx_var,param
3.128176559078518,0.023707667290157757,1
3.2534365628811,0.0082892653246886,2
3.2945181469999,0.005036419588548352,3
3.3131856065094,0.00396142670685064,4
3.326079972938,0.0034569447312142116,5
3.3331061337225005,0.0031342042047152944,6
3.3391708148578,0.002995350548288107,7
3.3440841100524,0.0028953556454143275,8
3.3472028623349006,0.002826359327681932,9
3.3515531945683006,0.002699523529469576,11
